Price,Promotional_Price,Url
,"159,-",https://www.coolblue.nl/en/product/820129/apple-watch-40mm-modern-leather-watch-strap-forest-green-small.html
,"159,-",https://www.coolblue.nl/en/product/820065/apple-watch-44mm-leather-watchband-cape-cod-blue-large.html
"59,-","52,-",https://www.coolblue.nl/en/second-chance-product/691329
,"159,-",https://www.coolblue.nl/en/product/820304/apple-watch-40mm-watch-strap-milanese-silver.html
,"159,-",https://www.coolblue.nl/en/product/820303/apple-watch-40mm-watch-strap-space-black-milanese.html
,"159,-",https://www.coolblue.nl/en/product/820305/apple-watch-40mm-watch-strap-milanese-gold.html
,"59,-",https://www.coolblue.nl/en/product/820122/apple-watch-44-mm-silicone-watchband-sport-black.html
,"159,-",https://www.coolblue.nl/en/product/820307/apple-watch-44mm-watch-strap-milanese-silver.html
"59,-","44,-",https://www.coolblue.nl/en/second-chance-product/669563
"159,-","139,-",https://www.coolblue.nl/en/second-chance-product/682228
,"159,-",https://www.coolblue.nl/en/product/820306/apple-watch-44mm-watch-strap-milanese-space-black.html
,"12,-",https://www.coolblue.nl/en/product/468016/apple-magsafe-to-magsafe-2-converter.html
,"34,99",https://www.coolblue.nl/en/product/822451/apple-watch-magnetic-charging-cable-usb-c-0-3m.html
,"34,99",https://www.coolblue.nl/en/product/719571/apple-watch-magnetic-charging-cable-0-3m.html
"649,-","629,-",https://www.coolblue.nl/en/product/779043/samsung-dv80m5010qw.html
"159,-","118,-",https://www.coolblue.nl/en/second-chance-product/659701
,"751,-",https://www.coolblue.nl/en/product/800473/samsung-dv90m6200cw-en.html
,"1.039,-",https://www.coolblue.nl/en/product/810516/samsung-dv90n8289aw-en.html
,"749,-",https://www.coolblue.nl/en/product/779103/samsung-dv90m5000qw.html
"159,-","147,-",https://www.coolblue.nl/en/second-chance-product/711029
,"599,-",https://www.coolblue.nl/en/product/779014/samsung-dv70m5020qw.html
"159,-","147,-",https://www.coolblue.nl/en/second-chance-product/719455
"159,-","147,-",https://www.coolblue.nl/en/second-chance-product/711845
,"835,-",https://www.coolblue.nl/en/product/810506/samsung-dv80n62532w-en.html
"59,-","52,-",https://www.coolblue.nl/en/second-chance-product/691301
,"747,-",https://www.coolblue.nl/en/product/779085/samsung-dv80m8214aw.html
"159,-","147,-",https://www.coolblue.nl/en/second-chance-product/709565
"34,99","26,-",https://www.coolblue.nl/en/second-chance-product/661418
"1.039,-","967,-",https://www.coolblue.nl/en/second-chance-product/712799
,"699,-",https://www.coolblue.nl/en/product/779075/samsung-dv80m5210qw.html
,"595,-",https://www.coolblue.nl/en/product/812794/samsung-rb37j501mww-ef.html
,"1.799,-",https://www.coolblue.nl/en/product/811070/samsung-rs68n8671sl-ef.html
"979,-","785,-",https://www.coolblue.nl/en/product/823267/samsung-rb37j5029ss-ef.html
,"489,-",https://www.coolblue.nl/en/product/696938/samsung-rb33j3315sa-ef.html
,"639,-",https://www.coolblue.nl/en/product/745972/samsung-rb37j5925ss.html
"835,-","729,-",https://www.coolblue.nl/en/second-chance-product/690999
,"781,-",https://www.coolblue.nl/en/product/780471/samsung-brb260135ww.html
,"1.199,-",https://www.coolblue.nl/en/product/811072/samsung-rs50n3403bc-ef.html
,"2.399,-",https://www.coolblue.nl/en/product/696934/samsung-rf56j9041sr-eg.html
"1.057,-","949,-",https://www.coolblue.nl/en/product/780462/samsung-brb260178ww.html
,"1.109,-",https://www.coolblue.nl/en/product/811143/samsung-rs68n8220s9-ef.html
"747,-","673,-",https://www.coolblue.nl/en/second-chance-product/696285
"529,-","469,-",https://www.coolblue.nl/en/product/801584/samsung-brr19m011ww.html
,"409,-",https://www.coolblue.nl/en/product/796793/samsung-rb30j300ww.html
,"552,-",https://www.coolblue.nl/en/product/724596/samsung-rt38k5400s9-ef.html
"399,-","359,-",https://www.coolblue.nl/en/product/801583/samsung-brr19m010ww.html
,"1.089,-",https://www.coolblue.nl/en/product/745971/samsung-rf62hepn1.html
"639,-","525,-",https://www.coolblue.nl/en/second-chance-product/707205
"781,-","641,-",https://www.coolblue.nl/en/second-chance-product/702042
,"1.099,-",https://www.coolblue.nl/en/product/811100/samsung-rs50n3903sa-ef.html
"699,-","651,-",https://www.coolblue.nl/en/second-chance-product/711442
,"355,-",https://www.coolblue.nl/en/product/801585/samsung-brr12m000ww.html
,"1.029,-",https://www.coolblue.nl/en/product/811078/samsung-rs50n3503sa-ef.html
,"887,-",https://www.coolblue.nl/en/product/696946/samsung-rb41j7059sr-ef.html
"949,-","779,-",https://www.coolblue.nl/en/second-chance-product/710527
"2.399,-","1.534,-",https://www.coolblue.nl/en/second-chance-product/677440
"909,-","818,-",https://www.coolblue.nl/en/product/780464/samsung-brb260187ww.html
,"828,-",https://www.coolblue.nl/en/product/811071/samsung-rs54n3003sa-ef.html
,"619,-",https://www.coolblue.nl/en/product/745969/samsung-rt46k6600s9.html
"1.089,-","756,-",https://www.coolblue.nl/en/second-chance-product/681853
,"899,-",https://www.coolblue.nl/en/product/823268/samsung-rr39m7135s9-ef.html
,"449,-",https://www.coolblue.nl/en/product/430146/samsung-rb31ferndsa.html
,"753,-",https://www.coolblue.nl/en/product/745970/samsung-rt53k6315sl.html
,"695,-",https://www.coolblue.nl/en/product/696942/samsung-rb37j5015ss-ef.html
,"609,-",https://www.coolblue.nl/en/product/779355/samsung-rb37j501msa-ef.html
"1.599,-","1.399,-",https://www.coolblue.nl/en/product/779359/samsung-rfg23resl1-xef.html
"499,-","449,-",https://www.coolblue.nl/en/product/696939/samsung-rb33j3315ww-ef.html
,"799,-",https://www.coolblue.nl/en/product/824999/samsung-rb37j5005b1.html
"1.029,-","778,-",https://www.coolblue.nl/en/second-chance-product/715136
,"1.239,-",https://www.coolblue.nl/en/product/811154/samsung-rs68n8221sl-ef.html
"818,-","655,-",https://www.coolblue.nl/en/second-chance-product/698044
"549,-","529,-",https://www.coolblue.nl/en/product/313130/samsung-rb31fejncsa.html
"887,-","595,-",https://www.coolblue.nl/en/second-chance-product/661396
"828,-","626,-",https://www.coolblue.nl/en/second-chance-product/703703
,"1.699,-",https://www.coolblue.nl/en/product/811160/samsung-rs68n8221b1-ef.html
,"592,-",https://www.coolblue.nl/en/product/780481/samsung-brb260010ww.html
"753,-","588,-",https://www.coolblue.nl/en/second-chance-product/705623
,"2.799,-",https://www.coolblue.nl/en/product/705851/samsung-rs68n8941sl-family-hub.html
,"1.799,-",https://www.coolblue.nl/en/product/779369/samsung-rh58k6598sl-eg.html
,"1.249,-",https://www.coolblue.nl/en/product/811102/samsung-rs66n8101s9-ef.html
,"1.899,-",https://www.coolblue.nl/en/product/811042/samsung-rs68n8222s9-ef.html
,"529,-",https://www.coolblue.nl/en/product/779344/samsung-rb34k6032ss-ef.html
"1.239,-","871,-",https://www.coolblue.nl/en/second-chance-product/698925
"712,-","639,-",https://www.coolblue.nl/en/product/780480/samsung-brb260035ww.html
,"579,-",https://www.coolblue.nl/en/product/686235/samsung-rb37j5018sa.html
"529,-","410,-",https://www.coolblue.nl/en/second-chance-product/715170
,"439,-",https://www.coolblue.nl/en/product/394007/samsung-rb29ferncsa.html
"1.699,-","869,-",https://www.coolblue.nl/en/second-chance-product/628107
"1.799,-","1.345,-",https://www.coolblue.nl/en/second-chance-product/703146
,"109,-",https://www.coolblue.nl/en/product/818081/samsung-ms23k3515as-en.html
"698,-","664,-",https://www.coolblue.nl/en/product/804349/samsung-wd70k5b00ow-addwash.html
,"701,-",https://www.coolblue.nl/en/product/804386/samsung-wd80j6a00aw-eco-bubble.html
,"299,-",https://www.coolblue.nl/en/product/782681/samsung-ms22m8054ak.html
"139,-","119,-",https://www.coolblue.nl/en/product/704975/samsung-ms23k3555es-en.html
,"139,-",https://www.coolblue.nl/en/product/561431/samsung-ms28j5255us-en.html
"639,-","525,-",https://www.coolblue.nl/en/second-chance-product/713436
,"99,-",https://www.coolblue.nl/en/product/818080/samsung-ms23k3515aw-en.html
"529,-","424,-",https://www.coolblue.nl/en/second-chance-product/689515
,"749,-",https://www.coolblue.nl/en/product/809612/samsung-wd90j6a00aw-en-ecobubble.html
"579,-","476,-",https://www.coolblue.nl/en/second-chance-product/705816
"529,-","479,-",https://www.coolblue.nl/en/product/782678/samsung-nq50k3130bs.html
,"205,-",https://www.coolblue.nl/en/product/779320/samsung-mc28m6055ck-en.html
,"379,-",https://www.coolblue.nl/en/product/782680/samsung-mg22m8074ct.html
"664,-","574,-",https://www.coolblue.nl/en/second-chance-product/699538
,"136,99",https://www.coolblue.nl/en/product/798570/samsung-mc28h5013ak-en.html
,"169,-",https://www.coolblue.nl/en/product/450265/samsung-mc28h5015ak.html
,"143,99",https://www.coolblue.nl/en/product/450254/samsung-mc28h5015aw-white.html
,"104,99",https://www.coolblue.nl/en/product/561421/samsung-ms28j5215ab-en.html
"701,-","667,-",https://www.coolblue.nl/en/second-chance-product/718911
"139,-","128,-",https://www.coolblue.nl/en/second-chance-product/720249
,"99,-",https://www.coolblue.nl/en/product/818079/samsung-ms23k3513ak-en.html
,"299,-",https://www.coolblue.nl/en/product/819669/samsung-mc455tercbb-en.html
"349,-","299,-",https://www.coolblue.nl/en/product/819674/samsung-mc457tgrcsr-en.html
,"239,-",https://www.coolblue.nl/en/product/704912/samsung-mc32k7055ck-en.html
,"149,-",https://www.coolblue.nl/en/product/721978/samsung-ls27e330h.html
,"159,-",https://www.coolblue.nl/en/product/633825/samsung-s24e650pl.html
,"149,-",https://www.coolblue.nl/en/product/784846/samsung-ls24e45ufs-en.html
,"599,-",https://www.coolblue.nl/en/product/599988/samsung-nq50j3530bs.html
,"109,-",https://www.coolblue.nl/en/product/447172/samsung-ls24d300hs.html
,"299,-",https://www.coolblue.nl/en/product/779543/samsung-ls24h850qfuxen.html
,"379,-",https://www.coolblue.nl/en/product/747473/samsung-lu28e85krs-en.html
"99,-","80,-",https://www.coolblue.nl/en/second-chance-product/719900
,"249,-",https://www.coolblue.nl/en/product/779807/samsung-lc24fg73fquxen.html
,"449,-",https://www.coolblue.nl/en/product/819894/samsung-ls34j550wquxen.html
"299,-","283,-",https://www.coolblue.nl/en/second-chance-product/716643
"299,-","285,-",https://www.coolblue.nl/en/second-chance-product/720146
"239,-","216,-",https://www.coolblue.nl/en/second-chance-product/718673
,"549,-",https://www.coolblue.nl/en/product/779786/samsung-lc27hg70qquxen.html
,"449,-",https://www.coolblue.nl/en/product/826842/samsung-lu32r590cwuxen.html
"3.149,-","2.699,-",https://www.coolblue.nl/en/product/812203/samsung-flip.html
"599,-","501,-",https://www.coolblue.nl/en/second-chance-product/716176
"299,-","273,-",https://www.coolblue.nl/en/second-chance-product/695700
,"399,-",https://www.coolblue.nl/en/product/826890/samsung-space-ls27r750qeuxen.html
,"499,-",https://www.coolblue.nl/en/product/826893/samsung-space-ls32r750ueuxen.html
,"139,-",https://www.coolblue.nl/en/product/720969/samsung-lc24f396fhuxen.html
,"399,-",https://www.coolblue.nl/en/product/778361/samsung-lc32h711qeuxen.html
"249,-","214,-",https://www.coolblue.nl/en/second-chance-product/689076
,"199,-",https://www.coolblue.nl/en/product/784847/samsung-ls27e45kbh-en.html
,"109,-",https://www.coolblue.nl/en/product/721977/samsung-ls24d330h.html
"549,-","465,-",https://www.coolblue.nl/en/second-chance-product/710917
"2.699,-","2.511,-",https://www.coolblue.nl/en/second-chance-product/712224
,"139,-",https://www.coolblue.nl/en/product/633822/samsung-ls24e45kbsv-en.html
,"349,-",https://www.coolblue.nl/en/product/779806/samsung-lc27fg73fquxen.html
,"129,-",https://www.coolblue.nl/en/product/807280/samsung-ls22e45ufs-en.html
,"219,-",https://www.coolblue.nl/en/product/807286/samsung-ls24e65udwg-en.html
,"319,-",https://www.coolblue.nl/en/product/779499/samsung-lu28h750uquxen.html
,"229,-",https://www.coolblue.nl/en/product/807281/samsung-ls27h650fduxen.html
,"159,-",https://www.coolblue.nl/en/product/709168/samsung-s27f350fhu.html
"399,-","365,-",https://www.coolblue.nl/en/second-chance-product/696482
,"419,-",https://www.coolblue.nl/en/product/779538/samsung-ls27h850qfuxen.html
,"249,-",https://www.coolblue.nl/en/product/709164/samsung-lc32f391fwu.html
,"499,-",https://www.coolblue.nl/en/product/779502/samsung-lu32h850umuxen.html
,"249,-",https://www.coolblue.nl/en/product/799125/samsung-lc27h800fcuxen.html
"349,-","279,-",https://www.coolblue.nl/en/second-chance-product/711774
,"849,-",https://www.coolblue.nl/en/product/821349/samsung-lc34j791wtuxen.html
,"249,-",https://www.coolblue.nl/en/product/709166/samsung-c27f591fdu.html
"129,-","119,-",https://www.coolblue.nl/en/second-chance-product/718034
,"629,-",https://www.coolblue.nl/en/product/750014/samsung-lc34f791wquxen.html
"219,-","200,-",https://www.coolblue.nl/en/second-chance-product/684107
,"379,-",https://www.coolblue.nl/en/product/810654/samsung-lu32j590.html
"319,-","286,-",https://www.coolblue.nl/en/second-chance-product/659472
"229,-","203,-",https://www.coolblue.nl/en/second-chance-product/718844
"249,-","203,-",https://www.coolblue.nl/en/second-chance-product/718578
"419,-","368,-",https://www.coolblue.nl/en/second-chance-product/667994
,"599,-",https://www.coolblue.nl/en/product/779775/samsung-lc32hg70qquxen.html
"249,-","228,-",https://www.coolblue.nl/en/second-chance-product/697772
"499,-","446,-",https://www.coolblue.nl/en/second-chance-product/665140
,"939,-",https://www.coolblue.nl/en/product/810653/samsung-lc49j890.html
,"249,-",https://www.coolblue.nl/en/product/722237/samsung-lu28e570ds-en.html
"349,-","299,-",https://www.coolblue.nl/en/product/819895/samsung-lc27jg50qquxen.html
"849,-","791,-",https://www.coolblue.nl/en/second-chance-product/712204
,"349,-",https://www.coolblue.nl/en/product/778383/samsung-lc27h711qeuxen.html
,"899,-",https://www.coolblue.nl/en/product/818070/samsung-lc43j890.html
"379,-","325,-",https://www.coolblue.nl/en/second-chance-product/718534
,"659,-",https://www.coolblue.nl/en/product/807285/samsung-lc34h890wjuxen.html
"599,-","510,-",https://www.coolblue.nl/en/second-chance-product/717339
,"1.049,-",https://www.coolblue.nl/en/product/790545/samsung-lc49hg90.html
,"99,-",https://www.coolblue.nl/en/product/742297/samsung-s24f352.html
,"199,-",https://www.coolblue.nl/en/product/719269/samsung-lc27f396fhuxen.html
"249,-","226,-",https://www.coolblue.nl/en/second-chance-product/715207
"68,99","66,-",https://www.coolblue.nl/en/product/801977/samsung-860-evo-250gb-msata.html
,"87,99",https://www.coolblue.nl/en/product/825614/samsung-970-evo-plus-m-2-250gb.html
,"99,99",https://www.coolblue.nl/en/product/801985/samsung-860-evo-500gb-m-2.html
"349,-","319,-",https://www.coolblue.nl/en/second-chance-product/697275
,"97,99",https://www.coolblue.nl/en/product/801979/samsung-860-evo-500gb-msata.html
,"238,-",https://www.coolblue.nl/en/product/824461/samsung-860-qvo-2tb-2-5-inch.html
"245,-","234,-",https://www.coolblue.nl/en/product/825616/samsung-970-evo-plus-m-2-1tb.html
,"335,-",https://www.coolblue.nl/en/product/801987/samsung-860-evo-2tb-m-2.html
,"69,99",https://www.coolblue.nl/en/product/801982/samsung-860-evo-250gb-m-2.html
"99,-","91,-",https://www.coolblue.nl/en/second-chance-product/720172
"199,-","186,-",https://www.coolblue.nl/en/second-chance-product/719953
,"480,95",https://www.coolblue.nl/en/product/801991/samsung-860-pro-2tb-2-5-inches.html
,"168,99",https://www.coolblue.nl/en/product/801986/samsung-860-evo-1tb-m-2.html
"1.049,-","920,-",https://www.coolblue.nl/en/second-chance-product/666797
,"93,99",https://www.coolblue.nl/en/product/801988/samsung-860-pro-256gb-2-5-inches.html
,"169,99",https://www.coolblue.nl/en/product/811815/samsung-970-pro-512gb-m-2.html
"99,99","92,-",https://www.coolblue.nl/en/second-chance-product/705144
,"337,-",https://www.coolblue.nl/en/product/811816/samsung-970-pro-1tb-m-2.html
,"147,99",https://www.coolblue.nl/en/product/801989/samsung-860-pro-512gb-2-5-inches.html
"234,-","221,-",https://www.coolblue.nl/en/second-chance-product/712095
"124,90","119,-",https://www.coolblue.nl/en/product/824460/samsung-860-qvo-1tb-2-5-inch.html
"134,99","129,-",https://www.coolblue.nl/en/product/825615/samsung-970-evo-plus-m-2-500gb.html
"89,-","82,-",https://www.coolblue.nl/en/product/811811/samsung-970-evo-250-gb-m-2.html
"69,99","65,-",https://www.coolblue.nl/en/second-chance-product/704060
"239,-","219,-",https://www.coolblue.nl/en/product/811813/samsung-970-evo-1tb-m-2.html
,"328,95",https://www.coolblue.nl/en/product/801975/samsung-860-evo-2tb-2-5-inches.html
,"65,99",https://www.coolblue.nl/en/product/801969/samsung-860-evo-250gb-2-5-inch.html
"124,95","122,-",https://www.coolblue.nl/en/product/811812/samsung-970-evo-500gb-m-2.html
"169,99","157,-",https://www.coolblue.nl/en/second-chance-product/709768
"169,-","154,-",https://www.coolblue.nl/en/product/801973/samsung-860-evo-1tb-2-5-inch.html
"94,99","87,90",https://www.coolblue.nl/en/product/801971/samsung-860-evo-500gb-2-5-inch.html
"337,-","319,-",https://www.coolblue.nl/en/second-chance-product/709441
"82,-","72,-",https://www.coolblue.nl/en/second-chance-product/691775
,"263,-",https://www.coolblue.nl/en/product/818722/samsung-portable-x5-500gb.html
"229,-","179,-",https://www.coolblue.nl/en/product/785051/samsung-portable-t5-1tb.html
,"449,-",https://www.coolblue.nl/en/product/785052/samsung-portable-t5-2tb.html
,"119,99",https://www.coolblue.nl/en/product/785050/samsung-portable-t5-500gb.html
"65,99","61,-",https://www.coolblue.nl/en/second-chance-product/717777
"122,-","111,-",https://www.coolblue.nl/en/second-chance-product/709675
"219,-","209,-",https://www.coolblue.nl/en/second-chance-product/709390
"263,-","240,-",https://www.coolblue.nl/en/second-chance-product/712809
"449,-","427,-",https://www.coolblue.nl/en/second-chance-product/717730
"219,-","177,-",https://www.coolblue.nl/en/second-chance-product/710856
"119,99","107,-",https://www.coolblue.nl/en/second-chance-product/719332
,"38,99",https://www.coolblue.nl/en/product/688805/twelve-south-hirise-apple-iphone-ipad-stand-silver.html
,"54,95",https://www.coolblue.nl/en/product/629809/nite-ize-steelie-pedestal-kit-smartphone-houder.html
,"66,99",https://www.coolblue.nl/en/product/718302/leitz-complete-multicharger-xl-docking-station-white.html
,"55,99",https://www.coolblue.nl/en/product/725959/sandisk-ixpand-flash-drive-3-0-32gb.html
,"31,99",https://www.coolblue.nl/en/product/779773/anker-powerdrive-speed-car-charger-dual-usb-6a-black.html
,"107,99",https://www.coolblue.nl/en/product/467230/xtorm-a-solar-al390-18000-mah.html
,"24,99",https://www.coolblue.nl/en/product/792811/apple-pencil-tips-4-tips.html
,"99,-",https://www.coolblue.nl/en/product/673324/apple-pencil-1st-generation.html
,"135,-",https://www.coolblue.nl/en/product/822686/apple-pencil-2nd-generation.html
,"58,99",https://www.coolblue.nl/en/product/516243/iwalk-ubo-10-000mah-trio-pink.html
,"84,95",https://www.coolblue.nl/en/product/784697/apple-ipad-pro-12-9-leather-smart-cover-black.html
,"119,-",https://www.coolblue.nl/en/product/782877/apple-leather-sleeve-ipad-pro-10-5-inches-midnight-blue.html
,"79,-",https://www.coolblue.nl/en/product/809697/apple-ipad-pro-10-5-inch-leather-smartcover-electric-blue.html
,"130,99",https://www.coolblue.nl/en/product/809706/apple-leather-sleeve-ipad-pro-10-5-inches-soft-pink.html
"66,99","50,-",https://www.coolblue.nl/en/second-chance-product/654871
,"39,99",https://www.coolblue.nl/en/product/717927/xtorm-a-solar-basalt-solar-charger.html
,"249,99",https://www.coolblue.nl/en/product/733599/goal-zero-yeti-150-solar-generator-150wh.html
,"69,99",https://www.coolblue.nl/en/product/723784/zens-apple-watch-iphone-power-bank-black.html
,"84,95",https://www.coolblue.nl/en/product/784688/apple-ipad-pro-12-9-leather-smart-cover-midnight-blue.html
,"54,99",https://www.coolblue.nl/en/product/741664/gopro-portable-power-pack.html
,"79,-",https://www.coolblue.nl/en/product/784298/apple-ipad-pro-10-5-inches-leather-smart-cover-saddle-brown.html
,"132,99",https://www.coolblue.nl/en/product/784277/apple-leather-sleeve-ipad-pro-12-9-inches-saddle-brown.html
"84,95","75,-",https://www.coolblue.nl/en/second-chance-product/694285
"79,-","70,-",https://www.coolblue.nl/en/second-chance-product/696424
,"119,-",https://www.coolblue.nl/en/product/828639/apple-smart-folio-12-9-inches-ipad-pro-3-pink-sand.html
,"55,-",https://www.coolblue.nl/en/product/828642/apple-smart-cover-10-5-inches-ipad-air-pink-sand.html
,"55,-",https://www.coolblue.nl/en/product/828640/apple-smart-cover-10-5-inches-ipad-air-charcoal-gray.html
,"34,99",https://www.coolblue.nl/en/product/782969/apple-pencil-cover-saddle-brown.html
,"34,99",https://www.coolblue.nl/en/product/782954/apple-pencil-cover-taupe.html
,"34,99",https://www.coolblue.nl/en/product/809707/apple-pencil-cover-electric-blue.html
,"44,99",https://www.coolblue.nl/en/product/783118/apple-ipad-pro-10-5-inch-smart-cover-white.html
,"34,99",https://www.coolblue.nl/en/product/822055/apple-pencil-cover-red.html
,"55,-",https://www.coolblue.nl/en/product/828641/apple-smart-cover-10-5-inches-ipad-air-papaya.html
,"34,99",https://www.coolblue.nl/en/product/782974/apple-pencil-cover-midnight-blue.html
,"484,-",https://www.coolblue.nl/en/product/818723/samsung-portable-x5-1tb.html
,"62,99",https://www.coolblue.nl/en/product/784297/apple-ipad-pro-10-5-inch-leather-smart-cover-taupe.html
,"34,99",https://www.coolblue.nl/en/product/782982/apple-pencil-cover-black.html
,"112,99",https://www.coolblue.nl/en/product/782875/apple-leather-sleeve-ipad-pro-10-5-inch-taupe.html
,"55,-",https://www.coolblue.nl/en/product/783125/apple-ipad-pro-10-5-inch-smart-cover-pink-sand.html
,"69,-",https://www.coolblue.nl/en/product/821843/apple-ipad-pro-12-9-smart-cover-white.html
,"37,99",https://www.coolblue.nl/en/product/652781/apple-ipad-mini-4-smart-cover-white.html
,"39,95",https://www.coolblue.nl/en/product/652775/apple-ipad-mini-4-smart-cover-midnight-blue.html
"34,99","26,-",https://www.coolblue.nl/en/second-chance-product/658780
"34,99","26,-",https://www.coolblue.nl/en/second-chance-product/658818
,"45,-",https://www.coolblue.nl/en/product/828637/apple-smart-cover-ipad-mini-7-9-inches-pink-sand.html
,"55,-",https://www.coolblue.nl/en/product/828643/apple-smart-cover-10-5-inches-ipad-air-white.html
,"45,-",https://www.coolblue.nl/en/product/828635/apple-smart-cover-ipad-mini-7-9-inches-charcoal-gray.html
,"45,-",https://www.coolblue.nl/en/product/828636/apple-smart-cover-ipad-mini-7-9-inches-papaya.html
"34,99","31,-",https://www.coolblue.nl/en/second-chance-product/700056
,"55,-",https://www.coolblue.nl/en/product/809690/apple-ipad-pro-10-5-inch-smart-cover-raspberry.html
,"59,-",https://www.coolblue.nl/en/product/809692/apple-ipad-pro-10-5-inch-smartcover-lemonade.html
,"45,-",https://www.coolblue.nl/en/product/828638/apple-smart-cover-ipad-mini-7-9-inches-white.html
,"73,99",https://www.coolblue.nl/en/product/784709/apple-ipad-pro-12-9-leather-smart-cover-saddle-brown.html
,"74,95",https://www.coolblue.nl/en/product/784299/apple-ipad-pro-10-5-inches-leather-smart-cover-midnight-blue.html
"135,-","115,-",https://www.coolblue.nl/en/second-chance-product/717231
,"74,95",https://www.coolblue.nl/en/product/784300/apple-ipad-pro-10-5-inch-leather-smart-cover-black.html
"99,-","84,-",https://www.coolblue.nl/en/second-chance-product/719726
"39,95","35,-",https://www.coolblue.nl/en/second-chance-product/693041
,"79,-",https://www.coolblue.nl/en/product/822784/apple-ipad-pro-10-5-inch-leather-smartcover-red.html
,"139,99",https://www.coolblue.nl/en/product/782876/apple-leather-sleeve-ipad-pro-10-5-inches-saddle-brown.html
,"89,-",https://www.coolblue.nl/en/product/822724/apple-smart-folio-ipad-11-inches-2018-white.html
,"126,99",https://www.coolblue.nl/en/product/784290/apple-leather-sleeve-ipad-pro-12-9-inch-black.html
,"129,-",https://www.coolblue.nl/en/product/782879/apple-leather-sleeve-ipad-pro-10-5-inch-black.html
,"44,99",https://www.coolblue.nl/en/product/822056/apple-ipad-mini-4-smart-cover-red.html
,"39,99",https://www.coolblue.nl/en/product/652773/apple-ipad-mini-4-smart-cover-charcoal-gray.html
,"54,99",https://www.coolblue.nl/en/product/821820/apple-ipad-pro-10-5-inch-smartcover-red.html
,"52,95",https://www.coolblue.nl/en/product/783123/apple-ipad-pro-10-5-inch-smart-cover-charcoal-gray.html
,"44,95",https://www.coolblue.nl/en/product/772983/apple-smart-cover-ipad-9-7-inches-white.html
,"50,99",https://www.coolblue.nl/en/product/783124/apple-ipad-pro-10-5-inches-smart-cover-midnight-blue.html
,"44,95",https://www.coolblue.nl/en/product/772995/apple-smart-cover-ipad-9-7-inches-pink-sand.html
,"189,-",https://www.coolblue.nl/en/product/684097/apple-ipad-pro-2017-12-9-inch-smart-keyboard.html
,"179,-",https://www.coolblue.nl/en/product/783156/apple-smart-keyboard-ipad-pro-2017-10-5-inch-qwerty.html
,"219,-",https://www.coolblue.nl/en/product/822688/apple-ipad-pro-12-9-inches-2018-smart-keyboard-folio.html
,"44,95",https://www.coolblue.nl/en/product/772979/apple-smart-cover-ipad-9-7-inches-charcoal-gray.html
"39,99","35,-",https://www.coolblue.nl/en/second-chance-product/689565
,"199,-",https://www.coolblue.nl/en/product/822687/apple-ipad-pro-11-inches-smart-keyboard-folio.html
,"51,99",https://www.coolblue.nl/en/product/511100/zens-qi-wireless-power-bank-4-500mah-black.html
,"43,99",https://www.coolblue.nl/en/product/772991/apple-smart-cover-ipad-9-7-inches-midnight-blue.html
,"17,99",https://www.coolblue.nl/en/product/723594/trust-urban-primo-power-bank-4-400mah-blue.html
"44,95","42,-",https://www.coolblue.nl/en/second-chance-product/714517
,"109,99",https://www.coolblue.nl/en/product/822728/apple-smart-folio-ipad-12-9-inches-2018-white.html
"52,95","47,-",https://www.coolblue.nl/en/second-chance-product/687651
"189,-","133,-",https://www.coolblue.nl/en/second-chance-product/669311
,"187,99",https://www.coolblue.nl/en/product/733592/goal-zero-nomad-20-solar-panel-black.html
,"38,99",https://www.coolblue.nl/en/product/729866/anker-powercore-13-000mah-black.html
"179,-","126,-",https://www.coolblue.nl/en/second-chance-product/668368
"44,95","35,-",https://www.coolblue.nl/en/second-chance-product/688357
,"69,-",https://www.coolblue.nl/en/product/558380/xtorm-power-bank-xtreme-10-000mah-black-orange.html
,"108,99",https://www.coolblue.nl/en/product/723404/trust-urban-car-jump-starter-power-bank-10-000mah.html
,"38,99",https://www.coolblue.nl/en/product/478695/xtorm-a-solar-air-6-000mah.html
,"96,99",https://www.coolblue.nl/en/product/717958/xtorm-a-solar-evoke-solar-charger.html
"51,99","48,-",https://www.coolblue.nl/en/second-chance-product/714337
"43,99","37,-",https://www.coolblue.nl/en/second-chance-product/700119
,"159,99",https://www.coolblue.nl/en/product/715166/poweroak-k3-macbook-powerbank-36-000-mah-silver.html
,"24,99",https://www.coolblue.nl/en/product/723557/trust-urban-primo-power-bank-8-800mah-black.html
,"475,-",https://www.coolblue.nl/en/product/733600/goal-zero-yeti-400-solar-generator-400wh.html
"49,99","39,99",https://www.coolblue.nl/en/product/498482/xtorm-a-solar-power-bank-trip-xb101-9000-mah.html
"38,99","35,-",https://www.coolblue.nl/en/second-chance-product/693123
,"25,99",https://www.coolblue.nl/en/product/723524/trust-urban-primo-power-bank-10-000mah-black.html
,"54,99",https://www.coolblue.nl/en/product/498469/xtorm-a-solar-power-bank-free-xb102-15-000mah.html
,"79,99",https://www.coolblue.nl/en/product/293256/xtorm-a-solar-am114-lava-6-000mah.html
,"599,-",https://www.coolblue.nl/en/product/715169/poweroak-ps5-120-000mah-generator.html
,"57,99",https://www.coolblue.nl/en/product/727632/anker-powercore-quick-charge-3-0-20-000mah-black.html
,"66,99",https://www.coolblue.nl/en/product/727633/anker-powercore-plus-usb-c-20-100mah-black.html
